cu_base_index,cu_charge_rt,cu_fund_mgmt_co,cu_lev_fector,cu_strtegy,cu_upt_dt,du_bpr,du_clpr,du_er_1d,du_er_1m,du_er_1y,du_er_3m,du_er_6m,du_er_ytd,du_hpr,du_last_aum,du_last_nav,du_lpr,du_nav_rnf_amt,du_nav_yday,du_upt_dt,du_val_1d,du_val_1m,du_val_5d,du_vol_1d,du_vol_avg_1m,du_vol_avg_5d,nru_mkt_diff_rt,nru_mkt_inav,pd_abrv_nm,pd_circ_net_tamt,pd_circ_stk_cnt,pd_curr_cd,pd_curr_nm,pd_dvid_cycl,pd_exg_mkt_cd,pd_exg_mkt_nm,pd_grp_no,pd_itm_no,pd_itm_no_ma,pd_lst_stk_cnt,pd_lste_dt,pd_lstg_dt,pd_mkt_id,pd_mkt_nm,pd_nav_pshr,pd_net_tamt,pd_nm,pd_pen_risk_nm,pd_pen_tr_yn,pd_risk_cd,pd_risk_nm,pd_sale_yn,pd_sect_cd,pd_sect_nm,pd_spac_yn,pd_stk_cnt,pd_tr_yn,ru_mkt_price,ru_mkt_volume,wu_core_yn,wu_inv_ast_type,wu_inv_rgn,wu_upt_dt,risk_grade,risk_available,instrument_type,expense_ratio_available,region_std,region_mapping_status,asset_class_std,asset_class_mapping_status,as_of_date,source_table,fee_krx_pct,base_index_krx,asset_class_krx,fee_conflict,expense_ratio_filled,expense_ratio_source,base_index_filled,base_index_source
,,미래에셋,1.0,실물복제,20260615.0,15670.0,15775.0,0.67,4.3,35.23,8.05,20.7,23.73,15785.0,3891334960500.0,15630.99,15680.0,-15630.99,15630.99,2026-06-15 00:00:00,36604470671.0,41141236416.7,36606655614.0,2324748.0,2650886.2,2344287.4,,,TIGER 미국배당다우존스,3901046500000.0,248950000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7458730009,A458730,249650000.0,99991231.0,20230620.0,STK,유가증권,15630.99,3889770734539.0,미래에셋 TIGER 미국배당다우존스증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,249050000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.01,Dow Jones U.S. Dividend 100 Price Return Index,주식,False,0.01,external_krx_20260806,Dow Jones U.S. Dividend 100 Price Return Index,external_krx_20260806
,,미래에셋,1.0,실물복제,20260615.0,37670.0,38100.0,1.14,4.56,34.04,11.94,7.99,11.94,38100.0,139836622800.0,37590.49,37700.0,-37590.49,37590.49,2026-06-15 00:00:00,701763923.0,1089968029.15,1055177791.2,18502.0,29200.15,28095.4,,,TIGER 미국다우존스30,140132400000.0,3720000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7245340005,A245340,3740000.0,99991231.0,20160701.0,STK,유가증권,37590.49,140588426732.0,미래에셋 TIGER 미국다우존스30 증권상장지수투자신탁(주식-파생형),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,3740000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.35,Dow Jones Industrial Average,주식,False,0.35,external_krx_20260806,Dow Jones Industrial Average,external_krx_20260806
,,삼성,1.0,실물복제,20260615.0,3495.0,3405.0,-2.58,-17.85,-60.31,-46.96,-52.94,-49.03,3440.0,16606557000.0,3533.31,3350.0,-3533.31,3533.31,2026-06-15 00:00:00,91883593.0,243028288.25,270473799.6,27119.0,67169.35,79074.4,,,KODEX 코스닥150롱코스피200숏선물,0.0,4700000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7360150007,A360150,4700000.0,99991231.0,20200821.0,STK,유가증권,3533.31,16606550435.0,삼성 KODEX 코스닥150롱코스피200숏선물증권상장지수투자신탁[주식-파생형],N,N,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,4700000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.64,코스닥150 롱 100% 코스피200 숏 100% 선물지수,주식,False,0.64,external_krx_20260806,코스닥150 롱 100% 코스피200 숏 100% 선물지수,external_krx_20260806
,,삼성,1.0,실물복제,20260615.0,23985.0,24670.0,2.86,6.98,73.06,39.03,33.79,34.81,24695.0,106901682500.0,24022.85,24285.0,-24022.85,24022.85,2026-06-15 00:00:00,1198113104.0,1823901197.95,1486870054.6,48754.0,75279.5,61895.8,,,KODEX 미국S&P500테크놀로지,0.0,4450000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7463680009,A463680,4450000.0,99991231.0,20230801.0,STK,유가증권,24022.85,106901691017.0,삼성 KODEX 미국S&P500테크놀로지증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,4450000.0,0.0,,,Y,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.25,S&P Technology Select Sector Index(Price Return),주식,False,0.25,external_krx_20260806,S&P Technology Select Sector Index(Price Return),external_krx_20260806
,,삼성증권(주),1.0,C,20260615.0,14605.0,15700.0,7.5,2.72,,0.06,10.56,15.91,15735.0,0.0,15698.65,15050.0,1127.84,14570.81,2026-06-15 00:00:00,125913020.0,36052818.5,46505011.0,8298.0,2448.45,3199.6,,,삼성 iSelect 조선 TOP10 TR ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG530001392,Q530139,1000000.0,99991231.0,20250721.0,STK,유가증권,15698.65,14570810000.0,삼성증권 삼성 iSelect 조선 TOP10 TR 상장지수증권 제139호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,1000000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,KB,1.0,실물복제,20260615.0,8450.0,8570.0,1.42,2.02,,5.15,-9.07,-5.82,8630.0,5924786000.0,8463.98,8280.0,-8463.98,8463.98,2026-06-15 00:00:00,118301167.0,53345824.65,37938202.8,14093.0,6244.9,4509.0,,,RISE 글로벌게임테크TOP3Plus,5915000000.0,700000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70114X0008,A0114X0,700000.0,99991231.0,20251021.0,STK,유가증권,8463.98,5924786149.0,KB RISE 글로벌게임테크TOP3Plus증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,700000.0,0.0,,,N,주식,글로벌,20260615.0,2.0,True,ETF,False,GLOBAL,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.4,Solactive-KEDI 글로벌 게임 테크 TOP3 플러스 지수,주식,False,0.4,external_krx_20260806,Solactive-KEDI 글로벌 게임 테크 TOP3 플러스 지수,external_krx_20260806
,,NH-Amundi,1.0,실물복제,20260615.0,30710.0,32560.0,6.02,-8.62,70.87,-15.75,-0.73,-0.08,32755.0,65904036000.0,30653.04,31230.0,-30653.04,30653.04,2026-06-15 00:00:00,1041238615.0,1624551063.95,2020085635.4,32111.0,49275.65,66671.2,,,HANARO 글로벌금채굴기업,66026500000.0,2150000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7473640001,A473640,2200000.0,99991231.0,20240118.0,STK,유가증권,30653.04,65904037504.0,NH-Amundi HANARO 글로벌금채굴기업증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,2150000.0,0.0,,,N,주식,글로벌,20260615.0,2.0,True,ETF,False,GLOBAL,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.15,NYSE Arca Gold Miners Index (Price Return),주식,False,0.15,external_krx_20260806,NYSE Arca Gold Miners Index (Price Return),external_krx_20260806
,,삼성,1.0,실물복제,20260615.0,31730.0,33015.0,4.05,7.65,113.9,32.25,68.66,66.74,33365.0,148969978000.0,31695.74,32455.0,-31695.74,31695.74,2026-06-15 00:00:00,5372252161.0,2818534967.0,4176830497.0,162226.0,89146.7,131963.8,,,KODEX 배당가치,0.0,4700000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7325020006,A325020,4700000.0,99991231.0,20190531.0,STK,유가증권,31695.74,148969971771.0,삼성 KODEX 배당가치증권상장지수투자신탁[주식형],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,4700000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.3,FnGuide SLV 배당가치 지수,주식,False,0.3,external_krx_20260806,FnGuide SLV 배당가치 지수,external_krx_20260806
,,메리츠증권 주식회사,,,,0.0,0.0,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,메리츠 레버리지 국채10년 ETN,,,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG610000199,Q610019,1000000.0,20250225.0,20211108.0,STK,유가증권,,,메리츠증권 메리츠 레버리지 국채10년 상장지수증권 제19호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),0,,,,,0.0,,,N,채권,국내,20260615.0,1.0,True,ETN,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,,,,False,,,,
,0.0,삼성,1.0,실물복제,20260615.0,46715.0,49370.0,5.68,16.69,256.2,67.87,138.56,125.54,49855.0,8930466306000.0,46953.03,49050.0,-46953.03,46953.03,2026-06-15 00:00:00,71106503806.0,89553379891.55,78388160322.4,1437611.0,1951521.15,1687246.0,,,KODEX 200TR,0.0,190200000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7278530001,A278530,190050000.0,99991231.0,20171121.0,STK,유가증권,46953.03,8930466353058.0,삼성 KODEX 200 Total Return증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,190200000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,True,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.05,코스피 200 TR,주식,True,0.0,provided,코스피 200 TR,external_krx_20260806
,,신한투자증권 주식회사,-1.0,C,20260615.0,2470.0,2330.0,-5.67,-18.1,-76.03,-46.0,-63.9,-61.8,2470.0,0.0,2329.92,2305.0,-144.47,2474.39,2026-06-15 00:00:00,37662570.0,94282224.4,102788618.0,16194.0,35356.15,40157.2,,,신한 인버스 코스피 200 선물 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG500000614,Q500061,2000000.0,99991231.0,20211021.0,STK,유가증권,2329.92,4948780000.0,신한투자증권 신한 인버스 코스피 200 선물 상장지수증권 제61호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,2000000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,한화,1.0,실물복제,20260615.0,153760.0,161185.0,4.83,15.59,253.36,67.2,136.65,123.77,163480.0,69353271000.0,154118.38,161185.0,-154118.38,154118.38,2026-06-15 00:00:00,1737077285.0,3515063410.9,2644008197.2,10726.0,23593.2,17388.2,,,PLUS 200TR,69192000000.0,450000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7491220000,A491220,450000.0,99991231.0,20240910.0,STK,유가증권,154118.38,69353272757.0,한화 PLUS 200 Total Return증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,450000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.01,코스피 200 TR,주식,False,0.01,external_krx_20260806,코스피 200 TR,external_krx_20260806
,0.49,한화PLUS,1.0,합성복제,20260615.0,24870.0,25580.0,2.85,1.07,24.05,11.65,10.31,9.2,25740.0,7525020000.0,25083.4,25200.0,-25083.4,25083.4,2026-06-15 00:00:00,9142110.0,31768540.7,96932329.0,357.0,1271.15,3894.8,,,PLUS 글로벌MSCI(합성 H),7461000000.0,300000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7189400005,A189400,300000.0,99991231.0,20131210.0,STK,유가증권,25083.4,7525020716.0,한화PLUS MSCI AC World 증권상장지수투자신탁(주식-파생형)(합성 H),위험자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,300000.0,0.0,,,N,주식,국내,20260615.0,3.0,True,ETF,True,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.4,MSCI ACWI Index,주식,True,0.49,provided,MSCI ACWI Index,external_krx_20260806
,,삼성,1.0,액티브,20260615.0,45000.0,47435.0,5.41,-9.49,110.82,14.14,53.04,65.94,47790.0,411967920000.0,45271.2,46090.0,-45271.2,45271.2,2026-06-15 00:00:00,6055722375.0,13762556473.1,7146664774.2,128810.0,277162.45,162701.2,,,KODEX 신재생에너지액티브,0.0,9100000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7385510003,A385510,9050000.0,99991231.0,20210525.0,STK,유가증권,45271.2,411967882174.0,삼성 KODEX 신재생에너지액티브증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,9100000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.5,FnGuide K-신재생에너지 플러스 지수,주식,False,0.5,external_krx_20260806,FnGuide K-신재생에너지 플러스 지수,external_krx_20260806
,,KB,2.0,실물복제,20260615.0,20140.0,22780.0,13.11,,,,,,23595.0,93083998750.0,20126.27,22510.0,-20126.27,20126.27,2026-06-15 00:00:00,8572406490.0,,13477937337.0,371092.0,,658063.6,,,RISE SK하이닉스단일종목레버리지,93147500000.0,4625000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70192L0007,A0192L0,4400000.0,99991231.0,20260527.0,STK,유가증권,20126.27,89058743522.0,KB RISE SK하이닉스단일종목레버리지증권상장지수투자신탁(주식-파생형),N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,8.0,,N,4425000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.09,KRX SK하이닉스 지수,주식,False,0.09,external_krx_20260806,KRX SK하이닉스 지수,external_krx_20260806
,,삼성증권(주),1.0,C,20260615.0,14240.0,14880.0,4.49,-8.09,,20.1,20.29,36.26,14985.0,0.0,14844.43,14715.0,637.45,14206.98,2026-06-15 00:00:00,36929840.0,23411678.8,8557856.0,2478.0,1504.6,579.4,,,삼성 KRX 2차전지 TOP10 TR ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG530001376,Q530137,1000000.0,99991231.0,20250721.0,STK,유가증권,14844.43,14206980000.0,삼성증권 삼성 KRX 2차전지 TOP10 TR 상장지수증권 제137호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,1000000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,삼성증권(주),-2.0,C,20260429.0,0.0,0.0,,,-100.0,-100.0,-100.0,-100.0,0.0,0.0,973.73,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,삼성 인버스 2X 코스피200 선물 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG530001053,Q530105,25000000.0,20260430.0,20221017.0,STK,유가증권,973.73,24343250000.0,삼성증권 삼성 인버스 2X 코스피200 선물 상장지수증권 제105호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),0,3.0,,N,25000000.0,1.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,미래에셋,2.0,실물복제,20260615.0,2180.0,2330.0,6.88,-13.7,22.96,-1.27,-4.9,2.64,2365.0,1453049000.0,2235.46,2200.0,-2235.46,2235.46,2026-06-15 00:00:00,28510245.0,71157680.55,27734471.2,12236.0,28629.2,12731.4,,,TIGER BBIG레버리지,1417000000.0,650000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7412560005,A412560,650000.0,99991231.0,20211215.0,STK,유가증권,2235.46,1453047453.0,미래에셋 TIGER BBIG레버리지 증권상장지수투자신탁(주식-파생형),N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,2.0,,N,650000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.59,KRX BBIG 지수,주식,False,0.59,external_krx_20260806,KRX BBIG 지수,external_krx_20260806
,,한국투자증권(주),2.0,C,20260601.0,0.0,0.0,,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,2388.13,0.0,,,,0.0,372915805.25,0.0,0.0,165052.75,0.0,,,한투 레버리지천연가스선물 ETN B,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG570000932,Q570093,10000000.0,20260602.0,20230621.0,STK,유가증권,2388.13,23881300000.0,한국투자증권 한투 레버리지천연가스선물 상장지수증권 B 제93호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),0,3.0,,N,10000000.0,0.0,,,N,원자재,국내,20260615.0,1.0,True,ETN,False,KR,mapped,COMMODITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,브이아이,1.0,실물복제,20260615.0,10275.0,10275.0,0.0,-4.42,,-5.43,-10.26,-6.08,10280.0,5697868000.0,10359.76,10170.0,-10359.76,10359.76,2026-06-15 00:00:00,9239057.0,103559651.1,24777739.0,906.0,9861.7,2400.4,,,FOCUS 알리바바미국채커버드콜혼합,0.0,550000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70073X0007,A0073X0,550000.0,99991231.0,20250701.0,STK,유가증권,10359.76,5697870664.0,브이아이 FOCUS BABA-UST커버드콜혼합증권상장지수투자신탁[채권혼합-파생재간접형],안전자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,550000.0,0.0,,,N,혼합자산,미국,20260615.0,3.0,True,ETF,False,US,mapped,MIXED,mapped,2026-07-11,PREF01N001,0.36,KEDI 알리바바미국채커버드콜혼합지수(TR),혼합자산,False,0.36,external_krx_20260806,KEDI 알리바바미국채커버드콜혼합지수(TR),external_krx_20260806
,,미래에셋증권 주식회사,1.0,C,20260615.0,32750.0,34305.0,4.75,16.94,248.63,67.55,136.26,123.56,34655.0,0.0,34419.24,34160.0,1904.81,32514.43,2026-06-15 00:00:00,29523240.0,564636045.4,193073501.2,857.0,18969.4,5887.4,,,미래에셋 코스피200 선물 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG520000370,Q520037,2000000.0,99991231.0,20211021.0,STK,유가증권,34419.24,65028860000.0,미래에셋증권 미래에셋 코스피200 선물 상장지수증권 제52호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,2000000.0,0.0,,,N,주식,국내,20260615.0,1.0,True,ETN,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,한화,1.0,실물복제,20260615.0,6830.0,6895.0,0.95,-10.16,-32.73,-21.96,-25.94,-22.31,6950.0,312205416000.0,6846.61,6765.0,-6846.61,6846.61,2026-06-15 00:00:00,4765765210.0,9292324994.55,7184341360.6,692908.0,1308290.2,1063746.6,,,PLUS 고배당주위클리커버드콜,311448000000.0,45600000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7489030007,A489030,45750000.0,99991231.0,20240813.0,STK,유가증권,6846.61,314259268602.0,한화 PLUS 고배당주위클리커버드콜증권상장지수투자신탁(주식-파생형),N,N,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,45900000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.3,코스피 고배당 위클리 콜매도 ATM 지수,주식,False,0.3,external_krx_20260806,코스피 고배당 위클리 콜매도 ATM 지수,external_krx_20260806
,,메리츠증권 주식회사,3.0,C,20260615.0,17705.0,18170.0,2.63,3.5,-22.08,-7.93,-11.99,-12.79,18170.0,0.0,18030.09,18095.0,221.3,17808.79,2026-06-15 00:00:00,1540700.0,5078553.5,597882.0,85.0,283.75,33.6,,,메리츠 3X 레버리지 국채10년 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG610000595,Q610059,500000.0,99991231.0,20221221.0,STK,유가증권,18030.09,8904395000.0,메리츠증권 메리츠 3X 레버리지 국채10년 상장지수증권 제59호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,500000.0,0.0,,,N,채권,국내,20260615.0,1.0,True,ETN,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,메리츠증권 주식회사,2.0,C,20260615.0,3955.0,4145.0,4.8,-2.81,-41.74,-19.83,-30.45,-29.45,4175.0,0.0,4151.76,4145.0,69.73,4082.03,2026-06-15 00:00:00,420795.0,3366293.5,88120.0,101.0,806.4,21.2,,,메리츠 레버리지 국채30년 ETN,0.0,0.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETN,KRG610000082,Q610008,4000000.0,99991231.0,20210909.0,STK,유가증권,4151.76,16328120000.0,메리츠증권 메리츠 레버리지 국채30년 상장지수증권 제8호,N,N,PD_RISK_GCD_11,매우높은위험(1등급),1,3.0,,N,4000000.0,0.0,,,N,채권,국내,20260615.0,1.0,True,ETN,False,KR,mapped,BOND,mapped,2026-07-11,PREF01N001,,,,False,,,,
,,KB,1.0,실물복제,20260615.0,21840.0,22810.0,4.44,5.46,101.5,39.26,40.33,43.87,22950.0,128802605000.0,21830.95,22500.0,-21830.95,21830.95,2026-06-15 00:00:00,1121067199.0,1857689186.8,1076336998.2,49129.0,84525.5,49478.8,,,RISE 미국휴머노이드로봇,128856000000.0,5900000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70036R0001,A0036R0,5900000.0,99991231.0,20250415.0,STK,유가증권,21830.95,128802619167.0,KB RISE 미국휴머노이드로봇증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,5900000.0,0.0,,,N,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.4,KEDI 미국 휴머노이드 로봇 지수(시장가격),주식,False,0.4,external_krx_20260806,KEDI 미국 휴머노이드 로봇 지수(시장가격),external_krx_20260806
,,키움,1.0,실물복제,20260615.0,18090.0,18450.0,1.99,1.1,23.7,12.26,8.88,8.31,18455.0,32604462000.0,18113.59,18340.0,-18113.59,18113.59,2026-06-15 00:00:00,368600290.0,306869130.75,197668172.0,20041.0,16740.35,10851.8,,,KIWOOM 미국S&P500(H),32562000000.0,1800000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7449780006,A449780,1800000.0,99991231.0,20221220.0,STK,유가증권,18113.59,32604456309.0,키움 KIWOOM 미국S&P500증권상장지수투자신탁[주식](H),위험자산,Y,PD_RISK_GCD_13,다소높은위험(3등급),1,2.0,,N,1800000.0,0.0,,,Y,주식,미국,20260615.0,3.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.04,S&P 500,주식,False,0.04,external_krx_20260806,S&P 500,external_krx_20260806
,0.0,미래에셋,1.0,실물복제,20260615.0,17790.0,18370.0,3.26,-6.75,23.87,-16.63,-2.8,-4.37,18505.0,41014691000.0,17453.06,18300.0,-17453.06,17453.06,2026-06-15 00:00:00,507951445.0,591540965.8,394967625.4,27614.0,31030.55,21998.4,,,TIGER 금은선물(H),41806500000.0,2350000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7139320006,A139320,2350000.0,99991231.0,20110408.0,STK,유가증권,17453.06,41014696535.0,미래에셋 TIGER 금은선물 특별자산상장지수투자신탁(금속-파생형),N,N,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,2350000.0,0.0,,,N,원자재,아시아,20260615.0,2.0,True,ETF,True,ASIA_OTHER,mapped,COMMODITY,mapped,2026-07-11,PREF01N001,0.69,S&P GSCI Precious Metals Index(TR),원자재,True,0.0,provided,S&P GSCI Precious Metals Index(TR),external_krx_20260806
,0.0,미래에셋TIGER일본증권상장지수투자신탁(주식-파생형)(합성,1.0,합성복제,20260615.0,33340.0,34220.0,2.64,3.15,46.4,10.83,16.85,16.97,34245.0,,33094.49,33510.0,-33094.49,33094.49,2026-06-15 00:00:00,5415707.0,13190621.05,9421442.8,159.0,394.0,283.0,,,TIGER 일본TOPIX(합성 H),16670000000.0,500000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR7195920004,A195920,500000.0,99991231.0,20140430.0,STK,유가증권,33094.49,16547243049.0,미래에셋TIGER일본증권상장지수투자신탁(주식-파생형)(합성 H),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,500000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,True,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.24,TOPIX,주식,True,0.0,provided,TOPIX,external_krx_20260806
,,키움,1.0,실물복제,20260615.0,12890.0,13250.0,2.79,7.37,,35.2,34.31,35.0,13250.0,65948582500.0,12805.55,13090.0,-12805.55,12805.55,2026-06-15 00:00:00,2032901415.0,1674026715.7,1205828319.8,154013.0,132525.5,93920.6,,,KIWOOM 미국S&P500모멘텀,66383500000.0,5150000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70137V0003,A0137V0,5200000.0,99991231.0,20251209.0,STK,유가증권,12805.55,65948580465.0,키움 KIWOOM 미국S&P500모멘텀증권상장지수투자신탁[주식],위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,5150000.0,0.0,,,Y,주식,미국,20260615.0,2.0,True,ETF,False,US,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.12,S&P500 모멘텀 지수,주식,False,0.12,external_krx_20260806,S&P500 모멘텀 지수,external_krx_20260806
,,미래에셋,1.0,실물복제,20260615.0,25350.0,26600.0,4.93,15.28,,63.54,124.66,113.83,26840.0,268268934000.0,25308.39,26435.0,-25308.39,25308.39,2026-06-15 00:00:00,5817430239.0,9258730147.95,6309063312.8,218400.0,370809.45,249593.6,,,TIGER 200타겟위클리커버드콜,268710000000.0,10600000.0,CURR_CD_KRW,한국원화,,EXG_MKT_NO_001,유가증권,ETF,KR70104N0002,A0104N0,10600000.0,99991231.0,20250923.0,STK,유가증권,25308.39,268268897428.0,미래에셋 TIGER 200타겟위클리커버드콜증권상장지수투자신탁(주식),위험자산,Y,PD_RISK_GCD_12,높은위험(2등급),1,2.0,,N,10600000.0,0.0,,,N,주식,국내,20260615.0,2.0,True,ETF,False,KR,mapped,EQUITY,mapped,2026-07-11,PREF01N001,0.25,코스피 200 타겟 7% 위클리 커버드콜 지수,주식,False,0.25,external_krx_20260806,코스피 200 타겟 7% 위클리 커버드콜 지수,external_krx_20260806
