itm_no,prfd_attr_cd
KR5124490010,N178
KR5153490310,M112
KR5142420021,V102
KR5113450327,V102
KR5147430063,V101
KR5148490080,V102
KR518105013M,M111
KR517302085M,V102
KR5113440022,D102
KR5144450119,C103
KR5117450085,D102
KR5131470021,S117
KR5153490028,C101
KR5127450020,M111
KR5117420092,D102
KR510909067M,C103
KR5153450226,W101
KR5153490675,F103
KR5134490010,C101
KR5129450110,F103
KR5118450197,D106
KR5114490076,W101
KR5010201146,V101
KR5127450194,D102
KR5153430190,D106
KR515203006M,W101
KR5114499991,W101
KR5113490236,C101
KR5116601017,M111
KR5127651022,V102
KR5123420017,D102
KR5114450118,C103
KR5117490129,T255
KR5149430017,C103
KR5179450010,C101
KR5125641001,P101
KR5148651027,C103
KR5181490170,W101
KR5110501016,F103
KR5125490052,G110
KR5156490021,V102
KR510903034M,M111
KR510904161M,C101
KR5114450629,USA
KR5113450032,N132
KR510902311M,W102
KR5110601029,D102
KR5127450361,C103
KR5127450183,F101
KR5153550021,F103
KR5138490131,V102
KR510902837M,F101
KR5145450027,D106
KR5113456000,V102
KR5127651005,M109
KR5147430041,V101
KR513509055M,M111
KR510902493M,CHN
KR5187450013,C103
KR5137470116,P101
KR5153491006,C103
KR5151450083,M111
KR5111450010,V101
KR517309004M,V102
KR5153451160,M109
KR5123651022,V102
KR5156490084,D106
KR5114450447,D102
KR5153651000,IND
KR5114450310,V101
KR5131450156,V102
KR5116420032,V101
KR5114450115,V102
KR5156450018,M111
KR512709002M,USA
KR5161430008,D106
KR5118430058,F103
KR5127450311,D102
KR514X450003,V101
KR510902026M,C101
KR5127490254,G115
KR5114470076,C103
KR517609015M,V102
KR518105003M,W101
KR5161430009,V101
KR5144492004,W101
KR5113490169,W101
KR518104026M,C101
KR5127651000,M109
KR513509004M,D106
KR5124471003,S104
KR5181490048,D102
KR5148490057,W112
KR5136450025,P104
KR5114490397,G115
KR5182490031,P103
KR5153400077,C103
KR5110450202,C101
KR5114420115,W115
KR5010202006,D102
KR5174450160,D102
KR5148530021,C103
KR5114420130,D102
KR510902419M,V103
KR5133651003,C101
KR5153420096,C101
KR5144470096,M111
KR513506191M,C103
KR5153470002,S117
KR5120470015,C101
KR5181490081,M112
KR5137470111,M109
KR5110450143,C101
KR5157450126,C101
KR5127470099,W104
KR5161430004,D102
KR5174430037,N137
KR5152450025,D106
KR5110420112,M109
KR5187450106,M109
KR5114450545,M111
KR5134530061,F103
KR5153490605,W109
KR5113490019,T215
KR512Q450239,M109
KR5153400021,W101
KR5144490090,G110
KR5157480016,D102
KR5153450008,E102
KR5153470083,C101
KR5118450186,M111
KR5127420073,M109
KR5153450633,G118
KR5127450447,N135
KR5123490012,C101
KR5114420036,M111
KR5114490347,D106
KR513506132M,M109
KR5118420003,C103
KR5114450606,M109
KR5151450090,M109
KR5131450040,G118
KR5110420112,R102
KR5116450027,P104
KR511142203M,V101
KR5153420090,IND
KR5123470032,S117
KR5187430004,W101
KR5153450873,C101
KR5123450138,C103
KR5144430006,D102
KR5010151104,D102
KR5170420041,M111
KR5153450643,V102
KR5114450427,G118
KR5134420011,C103
KR510904165M,G110
KR5144490053,D106
KR5119420023,F103
KR5153490446,C101
KR5153420318,M109
KR5127430105,M111
KR513509065M,D102
KR5153400015,V103
KR5114470176,M109
KR5137450016,S104
KR510904031M,D102
KR5113490149,D102
KR5134490067,M111
KR5110450102,V101
KR5153490510,M111
KR5010201161,C101
KR5153450663,D102
KR5153450067,V102
KR5110451017,F101
KR5113490026,F103
KR5144530020,V101
KR5153450051,V102
KR5153460015,M109
KR5127420047,C101
KR5127450121,C101
KR5138490121,C101
KR5174450004,C103
KR5062410018,M111
KR5119450080,D102
KR5114460000,M111
KR5117430091,C101
KR5113490097,M109
KR517502022M,C103
KR5127420138,G115
KR5138590028,V102
KR5125450073,M109
KR5185490090,T255
KR5114420067,M109
KR5131450161,F101
KR5139450041,C103
KR5153430076,C101
KR5153450559,C101
KR5129450203,F103
KR5143490022,M112
KR514802017M,P102
KR5153450592,M109
KR5114800001,N154
KR5110420114,V102
KR5149651012,G118
KR5153470001,C103
KR5110450020,C101
KR5149490039,M111
KR5157450106,C101
KR5153420074,C103
KR5127450388,C101
KR512902008M,V101
KR5151470020,W101
KR5153450348,N135
KR5131450091,M109
KR5144430009,N135
KR5131420001,V101
KR5114490368,W101
KR5144490002,F103
KR5127490352,M111
KR5131490040,C103
KR511M490005,D102
KR515302022M,V101
KR5157420000,V101
KR5149450084,V101
KR5153450908,M111
KR5127490328,C101
KR5181490030,C101
KR5138450042,M111
KR5110490078,S121
KR5153400044,G110
KR5114450249,D106
KR5182490158,V102
KR5118430030,C101
KR5181490089,W101
KR5142450026,D102
KR5123490114,F103
KR5134490089,M111
KR513504001M,V101
KR5127530012,M111
KR5147430053,V101
KR510909206M,V103
KR5117490117,C103
KR510909083M,V101
KR511102073M,C103
KR5153430077,C103
KR5113450060,C103
KR5129490051,W101
KR5053410001,C101
KR5127490030,V101
KR5125601002,V101
KR510906168M,M111
KR5116651001,W107
KR5153470241,C103
KR5134530051,M109
KR5120490035,T225
KR5185450040,D102
KR5125450091,G117
KR5129450180,M111
KR5148800019,C101
KR5119470015,N114
KR5153490737,W101
KR5120450052,M109
KR5182490030,M111
KR5114450409,M111
KR513509009M,M109
KR510902845M,D102
KR515009011M,V102
KR5110490030,D102
KR511409014M,C103
KR5182490017,W101
KR5152430060,C103
KR5137470092,C103
KR5127450347,V102
KR5114490058,W101
KR5114450366,V102
KR5174450006,C101
KR517302077M,C101
KR5157450121,M109
KR5172450092,P103
KR5172490059,G115
KR5153450345,M109
KR5153450550,V102
KR5131490074,D102
KR5153480083,D106
KR510902556M,C103
KR518102089M,P102
KR5553430004,C101
KR5157430048,C103
KR5114490358,W101
KR5113458006,C101
KR5116470010,V101
KR5129450176,D106
KR5117490191,C101
KR5120530020,C103
KR5149651006,N147
KR5157450080,V101
KR5131490018,V102
KR5125450101,P104
KR5114490045,D102
KR5131450091,M111
KR5157450071,P103
KR5023101414,V101
KR510903029M,M109
KR518102053M,V102
KR513502068M,M109
KR5153420230,G115
KR5176450011,D102
KR5153490418,G110
KR5116430075,F103
KR5129450075,V102
KR511111107M,D102
KR5127450281,F103
KR5117450107,D106
KR510902979M,D102
KR5187450083,D106
KR5153450401,S104
KR5113651014,D102
KR5153470121,C101
KR5134450027,M112
KR5157450137,C101
KR5129490087,W101
KR517509056M,D102
KR5127430031,D102
KR5139430032,M111
KR5147430065,V101
KR5117430091,G115
KR5159490058,M112
KR5127490255,G115
KR5153490148,T240
KR5127490361,T260
KR5010251242,C103
KR5113502003,C101
KR5131450027,D106
KR5153450430,M109
KR5053410020,D102
KR513506204M,C103
KR5117450100,N132
KR5142490091,P101
KR5114450502,USA
KR513102118M,V103
KR5127450343,N130
KR5153651014,D102
KR5117490113,W101
KR5114450057,C103
KR5131490010,R105
KR5181490115,G118
KR5149450102,G115
KR510902104M,C103
KR5117490056,D102
KR5153450319,M109
KR510909204M,C101
KR5117430006,G110
KR5131450047,N122
KR512262401M,C104
KR5149450101,C101
KR5113490279,M106
KR5153450363,G118
KR5119430028,M109
KR5152430093,C103
KR5139430090,M111
KR5153470121,V102
KR513802011M,D105
KR517609071M,D102
KR510902019M,C103
KR5114450302,M109
KR510904090M,G101
KR510902885M,C101
KR518104108M,D102
KR5156450022,C103
KR5138490147,C101
KR5114490347,G110
KR5127470023,W123
KR513502182M,C101
KR5138490049,M111
KR517609083M,M109
KR5144430009,G115
KR5039410030,V101
KR5180450026,V101
KR5144530021,V101
KR5113450023,M111
KR5134450024,M111
KR510902072M,D102
KR5127490204,M111
KR5117490126,D106
KR5170490029,W108
KR5110800003,C103
KR510902947M,W109
KR518104108M,V101
KR5010410002,P121
KR5170450018,M111
KR5153470018,S104
KR513502017M,G118
KR5127440091,G115
KR5127490277,D106
KR518104066M,G115
KR5156450014,C101
KR5153480056,C101
KR5127430106,G115
KR510902654M,W107
KR515602001M,N135
KR5120491000,M106
KR5133450038,D105
KR517609096M,C101
KR510903115M,C101
KR5125490015,T230
KR5153420120,C101
KR511102070M,C101
KR5129430011,C101
KR5123490126,W101
KR5117490401,F103
KR5153450179,IND
KR5117450100,M109
KR5110450216,M111
KR510909237M,D106
KR5170490040,C101
KR5116450064,D102
KR5117490183,M111
KR513502094M,C101
KR5139430014,M109
KR5170651007,M109
KR5113430022,P101
KR5129450072,CHN
KR510902464M,M111
KR5194450041,G110
KR5120420087,M111
KR5117490187,C101
KR511704007M,M111
KR5113459005,N142
KR5138450044,V102
KR515203001M,S102
KR5144492062,D102
KR5152440021,R105
KR5113420018,M111
KR5170470000,USA
KR5129470012,C103
KR510906156M,C101
KR5153470030,M101
KR513502045M,D102
KR510902496M,M111
KR513304024M,M111
KR5114420086,D102
KR5127470094,F103
KR5114450365,JPN
KR513506043M,C102
KR5557450036,D102
KR5131450036,C103
KR510902119M,CHN
KR5176450022,V101
KR5113456017,W101
KR5153520011,M111
KR512301006M,C104
KR517602008M,M111
KR5123490017,M109
KR5153490699,W101
KR5144490013,N177
KR5156450025,D102
KR5127490354,M111
KR5125450074,C101
KR5153470043,D102
KR5153420093,M111
KR5189450016,M109
KR5062410018,D106
KR5146450007,C101
KR5147490005,M106
KR5131450187,D106
KR517502001M,V102
KR510902493M,C103
KR5123712002,G113
KR5144492066,C103
KR5149490039,C101
KR5124450031,M111
KR5153450482,M109
KR5119420023,G110
KR5144492001,D102
KR5181490219,C101
KR5153450921,C101
KR5114450640,V103
KR5114490219,G115
KR5114450367,G115
KR5118430032,C101
KR5127490340,G115
KR5127490137,V103
KR5113450502,W104
KR5181450029,M111
KR5113420014,C103
KR510903098M,G101
KR510903114M,M111
KR5114450189,D102
KR5145440017,C103
KR510901004M,D105
KR5152440013,M111
KR5139430030,C101
KR5181490115,F101
KR5118430032,V102
KR5131510011,C101
KR5148000015,V101
KR5149490006,W101
KR5514440008,V102
KR5153470250,D102
KR5137470146,S104
KR5153430140,M111
KR510903024M,M111
KR5153450042,D102
KR5187450031,C103
KR5153480103,M111
KR5123490040,M112
KR5147450057,W101
KR518104115M,G115
KR5153450658,F103
KR5117490192,D102
KR5175450039,D102
KR5153470255,C101
KR5114440043,V102
KR5117420045,D106
KR5127420077,V102
KR518105021M,V102
KR5118450177,D102
KR5116470016,S101
KR550504016M,V101
KR5129490039,T225
KR5127490278,V102
KR511803010M,D102
KR5181490016,M111
KR5114490038,V102
KR5118430014,D102
KR5110601113,M111
KR5114490112,N130
KR5117490171,D102
KR5127450315,G110
KR5557450021,D102
KR5114420124,D102
KR5110490068,M109
KR510902524M,M111
KR5137470046,W101
KR5147490012,W101
KR5127530016,D102
KR5113490076,D106
KR5138450025,P104
KR5147490053,M109
KR5117651013,C101
KR5133651005,G118
KR5110800005,M109
KR5153420308,M109
KR5187450031,C101
KR5114450240,C103
KR5181490226,M111
KR5113490107,F103
KR5119450132,V102
KR5123420013,V101
KR510902313M,M109
KR5132430063,R105
KR5153451163,F103
KR513404004M,M111
KR5153490546,G115
KR5139430050,M109
KR5153450362,W106
KR5127490416,G115
KR5127490202,M109
KR5148420120,D102
KR5114490287,N167
KR518105052M,M111
KR513304025M,P121
KR5127450301,M109
KR5148450039,M109
KR5118490006,M111
KR5044410010,C101
KR511353501M,C101
KR5149490037,M109
KR5114520010,M111
KR510304007M,D102
KR5153450270,G118
KR5117450017,D102
KR5159651003,N116
KR5148450017,C101
KR5151430011,C103
KR5138490075,M111
KR5127450025,CHN
KR5117490191,C103
KR5114450323,C103
KR5153450338,M109
KR5114490196,W114
KR5127450188,D102
KR5113490019,V102
KR5123420044,C101
KR5153490699,D106
KR5157420004,F103
KR5131450070,D102
KR5111450050,C103
KR5153450507,V102
KR5114490152,F103
KR5113651013,G118
KR5170490071,D102
KR5129450130,D102
KR5111450028,C103
KR510902437M,C101
KR5133490020,M120
KR5131450150,C101
KR5153450149,D102
KR5142450020,V102
KR5110530021,M109
KR5120490073,V103
KR5120420089,C103
KR510904147M,C101
KR5127490254,V102
KR5113420069,C103
KR5127450043,V101
KR5110651201,M111
KR5153450158,M111
KR510902450M,C103
KR5114420075,D102
KR517609095M,P101
KR517502019M,C103
KR5110490021,M112
KR5010201933,C103
KR5181010160,C103
KR5144490023,C101
KR5144492021,C103
KR5552601001,D102
KR513509068M,M112
KR5114440005,C103
KR511L430008,R106
KR5153450271,G118
KR5113490017,M111
KR5135430011,D102
KR513002037M,V101
KR513509032M,M109
KR5152430124,M105
KR5114470151,M111
KR5181490208,O117
KR5114440003,V102
KR510902542M,D102
KR5129420031,M111
KR5153490568,F103
KR5022201003,C103
KR5153490031,V102
KR5114450054,V101
KR5129490049,V102
KR517502041M,M111
KR5157440015,V101
KR5156450055,M111
KR5116470024,C101
KR5149430010,R105
KR5153420075,C103
KR5151450095,C101
KR5153450554,USA
KR515009056M,G110
KR5153420173,C103
KR5134450016,V101
KR5133450045,C101
KR5153450522,C103
KR5135450030,V101
KR5149450083,P104
KR5142490012,USA
KR5134490078,F103
KR5125440010,C103
KR5114450663,C101
KR5119450141,F106
KR5144490024,M111
KR5170420020,V102
KR5143450020,D105
KR5152450041,HKG
KR5125490018,W101
KR511502036M,D102
KR5153420091,C101
KR5117471002,C101
KR5153450825,D102
KR512306013M,D106
KR5138490112,G115
KR5114420157,F103
KR513702049M,D102
KR5119450061,P102
KR5127490156,G115
KR5153440040,S108
KR5157420007,C101
KR5114450165,M109
KR5153530060,V103
KR513G450005,M111
KR5172490012,W101
KR5172450036,C101
KR5113450523,W104
KR5172420027,D102
KR5187450018,C103
KR5119420025,F103
KR5153490419,F103
KR5114450222,G110
KR5113490038,D102
KR5153490033,M109
KR5153490452,M112
KR5117430009,F103
KR5114450121,D102
KR5127450242,C103
KR510904084M,M109
KR5113450242,M111
KR5031410018,D102
KR510904126M,M111
KR5144492066,M111
KR510902033M,CHN
KR5137450040,S104
KR5114440021,C103
KR5153450341,G118
KR510906204M,G118
KR5117490126,M111
KR5116470030,V102
KR511206006M,M109
KR5181490110,M112
KR5113450303,C101
KR5113470031,F103
KR5153470062,W101
KR5120451001,D106
KR518102043M,M109
KR5110601028,S104
KR5127450344,CHN
KR5181490090,M112
KR511022003M,C103
KR555202013M,D102
KR5129450139,G110
KR5110490058,C103
KR5114490010,M112
KR5153400001,N161
KR5181490019,F103
KR5117490180,W101
KR5153430062,C101
KR5114490132,M111
KR5119450156,F106
KR5134490086,V103
KR5148651028,M109
KR5139430121,C103
KR5172450129,V101
KR513403003M,D102
KR5170651116,G115
KR5185450041,C103
KR5149450048,G110
KR5153490536,V103
KR5114450364,N135
KR5020201105,D102
KR5181490087,V102
KR5129490037,M109
KR5119450002,RUS
KR510909046M,V103
KR5172450127,V101
KR513502075M,M109
KR5118420065,D102
KR511X450005,C103
KR5129450040,N156
KR5156450014,M109
KR512002032M,M109
KR5113420077,N167
KR5153450072,V101
KR5181450040,C103
KR5127490277,C103
KR5114490109,N130
KR510909237M,C103
KR5147490023,N177
KR5181490092,M112
KR5144470041,M101
KR5148420145,D102
KR5149450100,M109
KR5129420024,D102
KR5153450293,D102
KR5014410050,D102
KR5119450010,C101
KR5049101026,W104
KR5138450015,N167
KR5148490091,W101
KR5114450231,M109
KR518104070M,C103
KR5119450012,M109
KR5142430010,D106
KR5113430090,F103
KR517609081M,M109
KR5114490191,M120
KR5125450131,D106
KR5178490003,T230
KR5120530025,F103
KR5139430077,D106
KR5170651112,V101
KR5153450399,V102
KR5110420104,N130
KR5113450273,D102
KR5153450586,M111
KR510906153M,C103
KR5181450040,D102
KR5151470020,C103
KR510906204M,M109
KR5182490021,M112
KR5113450131,C101
KR5174450054,C103
KR5117430037,G115
KR5127651016,F101
KR510906153M,W101
KR510909173M,D102
KR5153470113,M111
KR517502041M,N161
KR5114490359,D102
KR5113490095,W101
KR510902201M,O131
KR5153490556,M109
KR5138490132,M111
KR518104039M,C103
KR5152440015,C101
KR5174450008,V102
KR5144450048,V101
KR5127450191,C103
KR5123450122,M111
KR5139430019,C101
KR5156450073,D106
KR5153450650,M109
KR510902622M,CHN
KR5153420254,W101
KR5144492161,D102
KR513503004M,C103
KR5114420061,C101
KR513506091M,C103
KR5127420142,W104
KR5125430001,V101
KR5123450042,C103
KR513304019M,P102
KR5557450018,D102
KR5153450844,W101
KR5181450041,D106
KR5127450315,F103
KR5127490128,S102
KR5113490080,M106
KR5113600033,C101
KR515009004M,D102
KR5113450264,C103
KR510902839M,M111
KR5127490206,W101
KR5120450041,C101
KR5118201005,D102
KR5157450023,C101
KR5147430063,C102
KR5144450053,F101
KR511002017M,F102
KR5113490052,C103
KR5153420230,W101
KR5153450156,M109
KR513702037M,M111
KR517509054M,W122
KR510902774M,V102
KR5153470252,C101
KR5137470017,M111
KR5116450039,G118
KR5148420101,R107
KR517302057M,C103
KR5110450094,V102
KR5139450025,M111
KR5114450308,V102
KR512002057M,G118
KR5120450011,C103
KR5153490572,S121
KR515009112M,F103
KR518105019M,C101
KR5189440001,V101
KR511105003M,V101
KR5111601004,M111
KR5153651037,D102
KR5127450365,D102
KR5125450110,P104
KR5019410001,C101
KR510902732M,V101
KR5062410017,C101
KR5125450113,M109
KR5123490064,C103
KR515009115M,M112
KR550903080M,C101
KR5053101001,P121
KR5182490018,M111
KR5127450151,V101
KR5159450027,V101
KR518101017M,M109
KR5153601071,M113
KR5127490304,W101
KR518104046M,D102
KR5114490286,N159
KR5147420011,C103
KR5125450031,P102
KR5174450163,C103
KR5153420174,G110
KR5137450077,V102
KR5153430081,M111
KR5114450626,D102
KR5153430150,D102
KR5039410033,D102
KR5116490005,G115
KR5120450081,W101
KR5114450301,V102
KR5010201123,D102
KR5153400036,T230
KR5153490492,G118
KR5131530046,V101
KR5172490027,D102
KR5153430082,V101
KR5182490053,V102
KR5144490055,C103
KR5157450120,M109
KR5117490117,C101
KR5120450019,M109
KR5152420053,C102
KR5114450082,N122
KR5156450020,M111
KR5134601104,V101
KR5157450046,N138
KR518105046M,G115
KR5182490156,D106
KR5118490010,C103
KR5148490014,W122
KR5187450139,M111
KR5145440019,C101
KR5129420023,D102
KR5153420038,M111
KR5127420119,C103
KR5010201125,C101
KR5170420034,D102
KR511701117M,M111
KR5134400001,M109
KR5110651029,C101
KR5181490013,M112
KR510902027M,D105
KR5131420027,D102
KR5148000009,C101
KR5117490135,C101
KR5153660016,C103
KR5114490068,D102
KR5114490079,M112
KR5182490138,M111
KR5151430021,M111
KR5129530011,O117
KR5117651011,D102
KR5110420114,D102
KR5131440024,C103
KR5114420126,V102
KR518105025M,M109
KR5157450049,N138
KR5110490005,M111
KR550903080M,C103
KR515009109M,D102
KR5157450025,C103
KR512009010M,C101
KR5129490044,C103
KR5124450021,N108
KR5110470269,V101
KR511703011M,D106
KR510902483M,D102
KR5153450389,F101
KR5153480014,D102
KR5147490035,D106
KR5127430071,M111
KR518105034M,W101
KR5125430036,S102
KR5153450059,N122
KR5136450012,C103
KR5129490043,M111
KR5148651021,C101
KR5153450041,M111
KR5131490060,C103
KR5159450039,C101
KR5110601020,M111
KR5153530021,D102
KR5153420091,D102
KR5153490097,F103
KR513506185M,D102
KR5153450273,C101
KR5153450224,M111
KR5153400023,D102
KR510902587M,W144
KR5153470126,M111
KR510602010M,V101
KR5147490054,C103
KR5185450027,W101
KR5113456007,N153
KR5119450090,G118
KR5153450203,O117
KR5114490504,M111
KR517302057M,D102
KR5113440040,C102
KR5120420064,C102
KR5114450401,P101
KR5142420029,W118
KR5153550002,V103
KR510902318M,D102
KR5114430031,C101
KR5153400075,M109
KR5182490095,D102
KR510509010M,M112
KR5113440031,W110
KR5156490075,D102
KR5144490067,N177
KR512802025M,C103
KR5122440018,E102
KR5153450301,D102
KR5144490043,C103
KR5114450666,M109
KR5139430021,R106
KR5116450039,F101
KR510902884M,V102
KR5143450035,M111
KR510906122M,V103
KR5139430110,M111
KR5049101021,E102
KR5153490042,M111
KR513509030M,M112
KR5127440031,M102
KR512602035M,D102
KR510901118M,G110
KR5127450210,M109
KR510909134M,V102
KR5187450061,F102
KR510903090M,V101
KR5137470021,C102
KR5127490361,C103
KR5114450291,M112
KR5113450016,C103
KR510102024M,V103
KR5114490239,D102
KR5117490144,C101
KR5152450042,HKG
KR5116430072,D102
KR5127420134,V102
KR5153400052,C103
KR512009038M,M112
KR5129490120,N177
KR510909035M,M111
KR5144470202,M109
KR5129490073,C101
KR5153490486,G118
KR5113490156,M109
KR550604002M,V101
KR5171490007,G115
KR5144450003,V102
KR5153490594,D102
KR5110450159,C101
KR515009105M,D102
KR5123490111,C103
KR515203008M,C103
KR5148450152,N109
KR5147490042,D103
KR5127490203,W101
KR513509008M,C101
KR513502159M,V101
KR5151430031,D102
KR510902774M,D102
KR513102120M,D105
KR5127490303,D102
KR5187430005,D106
KR5153451007,G110
KR5120450052,N142
KR5114460006,M111
KR5147450051,D102
KR5144450071,P103
KR513509063M,M112
KR5144420038,D102
KR5153490314,M109
KR517602020M,N114
KR5131430013,D102
KR5181490204,M112
KR5127470010,M111
KR5142450024,V102
KR513502069M,D105
KR5113490189,G115
KR5118490009,C101
KR5114450367,C103
KR5114450261,C103
KR512902008M,C103
KR5134420028,M105
KR5138490115,G110
KR5175450023,D102
KR5131440021,C103
KR5117420095,G110
KR5148651015,D102
KR5052410010,C103
KR5023410011,C103
KR513502058M,W123
KR5153450481,D102
KR5120451000,G115
KR5149430031,D102
KR518105036M,V102
KR5144492001,M111
KR5127490353,W101
KR511022003M,D102
KR5114450246,G118
KR5181490115,M112
KR5133601020,G118
KR5170651117,M111
KR5153420176,D106
KR5143450032,M111
KR5129450002,D102
KR513506034M,C104
KR5111450065,C103
KR510901067M,C103
KR5117450030,M109
KR5153490430,W101
KR5134490029,N156
KR5131601007,P102
KR513706027M,M111
KR5119490012,D102
KR5153450600,D102
KR5170651114,C101
KR5170450040,D102
KR511X490003,V101
KR510909228M,M111
KR5157450025,M111
KR5053410041,V102
KR5149490004,W101
KR5127420143,M111
KR5114440054,C103
